name,sportId,typeId,marketName,type,enabled,minOdds,maxOdds,addedSpread,primaryBookmaker,secondaryBookmaker,percentageDiffForLines
WTA Events,152,10001,Game Spread,Spread,true,0.95,0.05,0,,,
WTA Events,152,10002,Total Games,Total,true,0.95,0.05,0,,,
WTA Events,152,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
WTA Events,152,10013,Set Handicap,Spread,true,0.95,0.05,0,,,
WTA Events,152,10017,Player Games Won,Total,true,0.95,0.05,0,,,
WTA Events,152,10018,Player Games Won,Total,true,0.95,0.05,0,,,
WTA Events,152,10031,1st Set Total Games,Total,true,0.95,0.05,0,,,
WTA Events,152,10032,2nd Set Total Games,Total,true,0.95,0.05,0,,,
WTA Events,152,10033,3rd Set Total Games,Total,true,0.95,0.05,0,,,
WTA Events,152,10034,3rd Set Total Games,Total,true,0.95,0.05,0,,,
WTA Events,152,10035,3rd Set Total Games,Total,true,0.95,0.05,0,,,
WTA Events,152,10041,1st Set Game Spread,Spread,true,0.95,0.05,0,,,
WTA Events,152,10042,2nd Set Game Spread,Spread,true,0.95,0.05,0,,,
WTA Events,152,10043,3rd Set Game Spread,Spread,true,0.95,0.05,0,,,
WTA Events,152,10044,4th Set Game Spread,Spread,true,0.95,0.05,0,,,
WTA Events,152,10045,5th Set Game Spread,Spread,true,0.95,0.05,0,,,
WTA Events,152,10021,1st Set Moneyline,Moneyline,true,0.99,0.01,0,,,
WTA Events,152,10022,2nd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
WTA Events,152,10023,3rd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
WTA Events,152,10024,4th Set Moneyline,Moneyline,true,0.99,0.01,0,,,
WTA Events,152,10025,5th Set Moneyline,Moneyline,true,0.99,0.01,0,,,
WTA Events,152,10163,1st Set Correct Score,Correct Score,true,0.99,0.01,0,,,
WTA Events,152,10164,2nd Set Correct Score,Correct Score,true,0.99,0.01,0,,,
WTA Events,152,10165,3rd Set Correct Score,Correct Score,true,0.99,0.01,0,,,
WTA Events,152,10166,4th Set Correct Score,Correct Score,true,0.99,0.01,0,,,
WTA Events,152,10167,5th Set Correct Score,Correct Score,true,0.99,0.01,0,,,
WTA Events,152,11231,Player Aces,Total,true,0.95,0.05,0,betano,,
WTA Events,152,11232,Player Break Points Won,Total,true,0.95,0.05,0,draftkings,,
Grand Slam,153,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
Grand Slam,153,10001,Game Spread,Spread,true,0.95,0.05,0,,,
Grand Slam,153,10002,Total Games,Total,true,0.95,0.05,0,,,
ATP Events,156,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
ATP Events,156,10001,Game Spread,Spread,true,0.95,0.05,0,,,
ATP Events,156,10002,Total Games,Total,true,0.95,0.05,0,,,
ATP Events,156,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
ATP Events,156,10013,Set Handicap,Spread,true,0.95,0.05,0,,,
ATP Events,156,10017,Player Games Won,Total,true,0.95,0.05,0,,,
ATP Events,156,10018,Player Games Won,Total,true,0.95,0.05,0,,,
ATP Events,156,10031,1st Set Total Games,Total,true,0.95,0.05,0,,,
ATP Events,156,10032,2nd Set Total Games,Total,true,0.95,0.05,0,,,
ATP Events,156,10033,3rd Set Total Games,Total,true,0.95,0.05,0,,,
ATP Events,156,10034,4th Set Total Games,Total,true,0.95,0.05,0,,,
ATP Events,156,10035,5th Set Total Games,Total,true,0.95,0.05,0,,,
ATP Events,156,10041,1st Set Game Spread,Spread,true,0.95,0.05,0,,,
ATP Events,156,10042,2nd Set Game Spread,Spread,true,0.95,0.05,0,,,
ATP Events,156,10043,3rd Set Game Spread,Spread,true,0.95,0.05,0,,,
ATP Events,156,10044,4th Set Game Spread,Spread,true,0.95,0.05,0,,,
ATP Events,156,10045,5th Set Game Spread,Spread,true,0.95,0.05,0,,,
ATP Events,156,10021,1st Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ATP Events,156,10022,2nd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ATP Events,156,10023,3rd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ATP Events,156,10024,4th Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ATP Events,156,10025,5th Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ATP Events,156,10163,1st Set Correct Score,Correct Score,true,0.99,0.01,0,,,
ATP Events,156,10164,2nd Set Correct Score,Correct Score,true,0.99,0.01,0,,,
ATP Events,156,10165,3rd Set Correct Score,Correct Score,true,0.99,0.01,0,,,
ATP Events,156,10166,4th Set Correct Score,Correct Score,true,0.99,0.01,0,,,
ATP Events,156,10167,5th Set Correct Score,Correct Score,true,0.99,0.01,0,,,
ATP Events,156,11231,Player Aces,Total,true,0.95,0.05,0,betano,,
ATP Events,156,11232,Player Break Points Won,Total,true,0.95,0.05,0,draftkings,,
ATP Challenger,157,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
ATP Challenger,157,10001,Game Spread,Spread,true,0.95,0.05,0,,,
ATP Challenger,157,10002,Total Games,Total,true,0.95,0.05,0,,,
ATP Challenger,157,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
ATP Challenger,157,10013,Set Handicap,Spread,true,0.95,0.05,0,,,
ATP Challenger,157,10017,Player Games Won,Total,true,0.95,0.05,0,,,
ATP Challenger,157,10018,Player Games Won,Total,true,0.95,0.05,0,,,
ATP Challenger,157,10031,1st Set Total Games,Total,true,0.95,0.05,0,,,
ATP Challenger,157,10032,2nd Set Total Games,Total,true,0.95,0.05,0,,,
ATP Challenger,157,10033,3rd Set Total Games,Total,true,0.95,0.05,0,,,
ATP Challenger,157,10041,1st Set Game Spread,Spread,true,0.95,0.05,0,,,
ATP Challenger,157,10042,2nd Set Game Spread,Spread,true,0.95,0.05,0,,,
ATP Challenger,157,10043,3rd Set Game Spread,Spread,true,0.95,0.05,0,,,
ATP Challenger,157,10021,1st Set Moneyline,Moneyline,true,0.99,0.010,0,,,
ATP Challenger,157,10022,2nd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ATP Challenger,157,10023,3rd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ATP Challenger,157,11231,Player Aces,Total,true,0.95,0.05,0,betano,,
ATP Challenger,157,11232,Player Break Points Won,Total,true,0.95,0.05,0,draftkings,,
Davis Cup,154,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
Davis Cup,154,10001,Game Spread,Spread,true,0.95,0.05,0,,,
Davis Cup,154,10002,Total Games,Total,true,0.95,0.05,0,,,
Davis Cup,154,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
Davis Cup,154,10013,Set Handicap,Spread,true,0.95,0.05,0,,,
Davis Cup,154,10017,Player Games Won,Total,true,0.95,0.05,0,,,
Davis Cup,154,10018,Player Games Won,Total,true,0.95,0.05,0,,,
Davis Cup,154,10031,1st Set Total Games,Total,true,0.95,0.05,0,,,
Davis Cup,154,10032,2nd Set Total Games,Total,true,0.95,0.05,0,,,
Davis Cup,154,10033,3rd Set Total Games,Total,true,0.95,0.05,0,,,
Davis Cup,154,10041,1st Set Game Spread,Spread,true,0.95,0.05,0,,,
Davis Cup,154,10042,2nd Set Game Spread,Spread,true,0.95,0.05,0,,,
Davis Cup,154,10043,3rd Set Game Spread,Spread,true,0.95,0.05,0,,,
Davis Cup,154,10021,1st Set Moneyline,Moneyline,true,0.99,0.01,0,,,
Davis Cup,154,10022,2nd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
Davis Cup,154,10023,3rd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ITF Men,159,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
ITF Men,159,10001,Game Spread,Spread,true,0.95,0.05,0,,,
ITF Men,159,10002,Total Games,Total,true,0.95,0.05,0,,,
ITF Men,159,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
ITF Men,159,10013,Set Handicap,Spread,true,0.95,0.05,0,,,
ITF Men,159,10017,Player Games Won,Total,true,0.95,0.05,0,,,
ITF Men,159,10018,Player Games Won,Total,true,0.95,0.05,0,,,
ITF Men,159,10031,1st Set Total Games,Total,true,0.95,0.05,0,,,
ITF Men,159,10032,2nd Set Total Games,Total,true,0.95,0.05,0,,,
ITF Men,159,10033,3rd Set Total Games,Total,true,0.95,0.05,0,,,
ITF Men,159,10041,1st Set Game Spread,Spread,true,0.95,0.05,0,,,
ITF Men,159,10042,2nd Set Game Spread,Spread,true,0.95,0.05,0,,,
ITF Men,159,10043,3rd Set Game Spread,Spread,true,0.95,0.05,0,,,
ITF Men,159,10021,1st Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ITF Men,159,10022,2nd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ITF Men,159,10023,3rd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ITF Women,155,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
ITF Women,155,10001,Game Spread,Spread,true,0.95,0.05,0,,,
ITF Women,155,10002,Total Games,Total,true,0.95,0.05,0,,,
ITF Women,155,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
ITF Women,155,10013,Set Handicap,Spread,true,0.95,0.05,0,,,
ITF Women,155,10017,Player Games Won,Total,true,0.95,0.05,0,,,
ITF Women,155,10018,Player Games Won,Total,true,0.95,0.05,0,,,
ITF Women,155,10031,1st Set Total Games,Total,true,0.95,0.05,0,,,
ITF Women,155,10032,2nd Set Total Games,Total,true,0.95,0.05,0,,,
ITF Women,155,10033,3rd Set Total Games,Total,true,0.95,0.05,0,,,
ITF Women,155,10041,1st Set Game Spread,Spread,true,0.95,0.05,0,,,
ITF Women,155,10042,2nd Set Game Spread,Spread,true,0.95,0.05,0,,,
ITF Women,155,10043,3rd Set Game Spread,Spread,true,0.95,0.05,0,,,
ITF Women,155,10021,1st Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ITF Women,155,10022,2nd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
ITF Women,155,10023,3rd Set Moneyline,Moneyline,true,0.99,0.01,0,,,
Euroleague,399,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
Euroleague,399,10001,Point Spread,Spread,true,0.95,0.05,2,,,
Euroleague,399,10002,Total Points,Total,true,0.95,0.05,2,,,
Euroleague,399,10017,Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,10018,Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,10031,1st Quarter Total Points,Total,true,0.95,0.05,2,,,
Euroleague,399,10032,2nd Quarter Total Points,Total,true,0.95,0.05,2,,,
Euroleague,399,10033,3rd Quarter Total Points,Total,true,0.95,0.05,2,,,
Euroleague,399,10034,4th Quarter Total Points,Total,true,0.95,0.05,2,,,
Euroleague,399,10041,1st Quarter Point Spread,Spread,true,0.95,0.05,2,,,
Euroleague,399,10042,2nd Quarter Point Spread,Spread,true,0.95,0.05,2,,,
Euroleague,399,10043,3rd Quarter Point Spread,Spread,true,0.95,0.05,2,,,
Euroleague,399,10044,4th Quarter Point Spread,Spread,true,0.95,0.05,2,,,
Euroleague,399,10071,1st Half Point Spread,Spread,true,0.95,0.05,2,,,
Euroleague,399,10072,2nd Half Point Spread,Spread,true,0.95,0.05,2,,,
Euroleague,399,10061,1st Half Total Points,Total,true,0.95,0.05,2,,,
Euroleague,399,10062,2nd Half Total Points,Total,true,0.95,0.05,2,,,
Euroleague,399,10021,1st Quarter Moneyline,Moneyline,true,0.99,0.01,2,,,
Euroleague,399,10022,2nd Quarter Moneyline,Moneyline,true,0.99,0.01,2,,,
Euroleague,399,10023,3rd Quarter Moneyline,Moneyline,true,0.99,0.01,2,,,
Euroleague,399,10024,4th Quarter Moneyline,Moneyline,true,0.99,0.01,2,,,
Euroleague,399,10051,1st Half Moneyline,Moneyline,true,0.99,0.01,2,,,
Euroleague,399,10052,2nd Half Moneyline,Moneyline,true,0.99,0.01,2,,,
Euroleague,399,10111,1st Quarter Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,10112,1st Quarter Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,10211,2nd Quarter Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,10212,2nd Quarter Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,10311,3rd Quarter Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,10312,3rd Quarter Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,10411,4th Quarter Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,10412,4th Quarter Team Total,Total,true,0.95,0.05,2,,,
Euroleague,399,11029,Player Points,Total,true,0.95,0.05,2,betano,,
Euroleague,399,11035,Player Rebounds,Total,true,0.95,0.05,2,betano,,
Euroleague,399,11038,Player Made Threes,Total,true,0.95,0.05,2,betano,,
Euroleague,399,11039,Player Assists,Total,true,0.95,0.05,2,betano,,
Euroleague,399,11225,Player Points + Assists,Total,true,0.95,0.05,2,betano,,
Euroleague,399,11226,Player Points + Rebounds,Total,true,0.95,0.05,2,betano,,
Euroleague,399,11228,Player Rebounds + Assists,Total,true,0.95,0.05,2,betano,,
Euroleague,399,11228,Player Points + Rebounds + Assists,Total,true,0.95,0.05,2,betano,,
CS2,9977,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
CS2,9977,10001,Map Handicap,Spread,true,0.95,0.05,0,,,
CS2,9977,10002,Total Maps,Total,true,0.95,0.05,0,,,
CS2,9977,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
CS2,9977,10031,1st Map Total Rounds,Total,true,0.95,0.05,0,,,
CS2,9977,10032,2nd Map Total Rounds,Total,true,0.95,0.05,0,,,
CS2,9977,10033,3rd Map Total Rounds,Total,true,0.95,0.05,0,,,
CS2,9977,10034,4th Map Total Rounds,Total,true,0.95,0.05,0,,,
CS2,9977,10035,5th Map Total Rounds,Total,true,0.95,0.05,0,,,
CS2,9977,10041,1st Map Round Handicap,Spread,true,0.95,0.05,0,,,
CS2,9977,10042,2nd Map Round Handicap,Spread,true,0.95,0.05,0,,,
CS2,9977,10043,3rd Map Round Handicap,Spread,true,0.95,0.05,0,,,
CS2,9977,10044,4th Map Round Handicap,Spread,true,0.95,0.05,0,,,
CS2,9977,10045,5th Map Round Handicap,Spread,true,0.95,0.05,0,,,
CS2,9977,10021,1st Map Moneyline,Moneyline,true,0.99,0.01,0,,,
CS2,9977,10022,2nd Map Moneyline,Moneyline,true,0.99,0.01,0,,,
CS2,9977,10023,3rd Map Moneyline,Moneyline,true,0.99,0.01,0,,,
CS2,9977,10024,4th Map Moneyline,Moneyline,true,0.99,0.01,0,,,
CS2,9977,10025,5th Map Moneyline,Moneyline,true,0.99,0.01,0,,,
CS2,9977,10111,1st Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10112,1st Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10211,2nd Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10212,2nd Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10311,3rd Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10312,3rd Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10411,4th Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10412,4th Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10511,5th Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10512,5th Map Team Total,Total,true,0.95,0.05,0,,,
CS2,9977,10163,1st Map Correct Score,Correct Score,true,0.99,0.01,0,,,
CS2,9977,10164,2nd Map Correct Score,Correct Score,true,0.99,0.01,0,,,
CS2,9977,10165,3rd Map Correct Score,Correct Score,true,0.99,0.01,0,,,
CS2,9977,10166,4th Map Correct Score,Correct Score,true,0.99,0.01,0,,,
CS2,9977,10167,5th Map Correct Score,Correct Score,true,0.99,0.01,0,,,
CS2,9977,11264,1st Map Player Kills,Total,true,0.95,0.05,2,sportzino,,
CS2,9977,11265,2nd Map Player Kills,Total,true,0.95,0.05,2,sportzino,,
CS2,9977,11266,3rd Map Player Kills,Total,true,0.95,0.05,2,sportzino,,
CS2,9977,11267,4th Map Player Kills,Total,true,0.95,0.05,2,sportzino,,
CS2,9977,11268,5th Map Player Kills,Total,true,0.95,0.05,2,sportzino,,
CS2,9977,11271,1st Map Player Assists,Total,true,0.95,0.05,2,,,
CS2,9977,11272,2nd Map Player Assists,Total,true,0.95,0.05,2,,,
CS2,9977,11273,3rd Map Player Assists,Total,true,0.95,0.05,2,,,
CS2,9977,11274,4th Map Player Assists,Total,true,0.95,0.05,2,,,
CS2,9977,11275,5th Map Player Assists,Total,true,0.95,0.05,2,,,
CS2,9977,11279,1st Map Player Deaths,Total,true,0.95,0.05,2,,,
CS2,9977,11280,2nd Map Player Deaths,Total,true,0.95,0.05,2,,,
CS2,9977,11281,3rd Map Player Deaths,Total,true,0.95,0.05,2,,,
CS2,9977,11282,4th Map Player Deaths,Total,true,0.95,0.05,2,,,
CS2,9977,11283,5th Map Player Deaths,Total,true,0.95,0.05,2,,,
DOTA2,9983,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
DOTA2,9983,10001,Map Handicap,Spread,true,0.95,0.05,0,,,
DOTA2,9983,10002,Total Maps,Total,true,0.95,0.05,0,,,
DOTA2,9983,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
DOTA2,9983,10031,1st Map Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10032,2nd Map Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10033,3rd Map Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10034,4th Map Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10035,5th Map Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10041,1st Map Kills Handicap,Spread,true,0.95,0.05,0,,,
DOTA2,9983,10042,2nd Map Kills Handicap,Spread,true,0.95,0.05,0,,,
DOTA2,9983,10043,3rd Map Kills Handicap,Spread,true,0.95,0.05,0,,,
DOTA2,9983,10044,4th Map Kills Handicap,Spread,true,0.95,0.05,0,,,
DOTA2,9983,10045,5th Map Kills Handicap,Spread,true,0.95,0.05,0,,,
DOTA2,9983,10021,1st Map Moneyline,Moneyline,true,0.99,0.01,0,,,
DOTA2,9983,10022,2nd Map Moneyline,Moneyline,true,0.99,0.01,0,,,
DOTA2,9983,10023,3rd Map Moneyline,Moneyline,true,0.99,0.01,0,,,
DOTA2,9983,10024,4th Map Moneyline,Moneyline,true,0.99,0.01,0,,,
DOTA2,9983,10025,5th Map Moneyline,Moneyline,true,0.99,0.01,0,,,
DOTA2,9983,10111,1st Map Team Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10112,1st Map Team Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10211,2nd Map Team Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10212,2nd Map Team Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10311,3rd Map Team Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10312,3rd Map Team Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10411,4th Map Team Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10412,4th Map Team Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10511,5th Map Team Total Kills,Total,true,0.95,0.05,0,,,
DOTA2,9983,10512,5th Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,0,Moneyline,Moneyline,true,0.95,0.05,0,,,
LOL,10138,10001,Map Handicap,Spread,true,0.95,0.05,0,,,
LOL,10138,10002,Total Maps,Total,true,0.95,0.05,0,,,
LOL,10138,10100,Correct Score,Correct Score,true,0.99,0.01,0,,,
LOL,10138,10031,1st Map Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10032,2nd Map Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10033,3rd Map Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10034,4th Map Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10035,5th Map Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10041,1st Map Kills Handicap,Spread,true,0.95,0.05,0,,,
LOL,10138,10042,2nd Map Kills Handicap,Spread,true,0.95,0.05,0,,,
LOL,10138,10043,3rd Map Kills Handicap,Spread,true,0.95,0.05,0,,,
LOL,10138,10044,4th Map Kills Handicap,Spread,true,0.95,0.05,0,,,
LOL,10138,10045,5th Map Kills Handicap,Spread,true,0.95,0.05,0,,,
LOL,10138,10021,1st Map Moneyline,Moneyline,true,0.99,0.01,0,,,
LOL,10138,10022,2nd Map Moneyline,Moneyline,true,0.99,0.01,0,,,
LOL,10138,10023,3rd Map Moneyline,Moneyline,true,0.99,0.01,0,,,
LOL,10138,10024,4th Map Moneyline,Moneyline,true,0.99,0.01,0,,,
LOL,10138,10025,5th Map Moneyline,Moneyline,true,0.99,0.01,0,,,
LOL,10138,10111,1st Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10112,1st Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10211,2nd Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10212,2nd Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10311,3rd Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10312,3rd Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10411,4th Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10412,4th Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10511,5th Map Team Total Kills,Total,true,0.95,0.05,0,,,
LOL,10138,10512,5th Map Team Total Kills,Total,true,0.95,0.05,0,,,
Valorant,20300,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
Valorant,20300,10001,Map Handicap,Spread,true,0.95,0.05,2,,,
Valorant,20300,10002,Total Maps,Total,true,0.95,0.05,2,,,
Valorant,20300,10100,Correct Score,Correct Score,true,0.99,0.01,3,,,
Valorant,20300,10031,1st Map Total Rounds,Total,true,0.95,0.05,4,,,
Valorant,20300,10032,2nd Map Total Rounds,Total,true,0.95,0.05,4,,,
Valorant,20300,10033,3rd Map Total Rounds,Total,true,0.95,0.05,4,,,
Valorant,20300,10034,4th Map Total Rounds,Total,true,0.95,0.05,4,,,
Valorant,20300,10035,5th Map Total Rounds,Total,true,0.95,0.05,4,,,
Valorant,20300,10041,1st Map Round Handicap,Spread,true,0.95,0.05,4,,,
Valorant,20300,10042,2nd Map Round Handicap,Spread,true,0.95,0.05,4,,,
Valorant,20300,10043,3rd Map Round Handicap,Spread,true,0.95,0.05,4,,,
Valorant,20300,10044,4th Map Round Handicap,Spread,true,0.95,0.05,4,,,
Valorant,20300,10045,5th Map Round Handicap,Spread,true,0.95,0.05,4,,,
Valorant,20300,10021,1st Map Moneyline,Moneyline,true,0.99,0.01,4,,,
Valorant,20300,10022,2nd Map Moneyline,Moneyline,true,0.99,0.01,4,,,
Valorant,20300,10023,3rd Map Moneyline,Moneyline,true,0.99,0.01,4,,,
Valorant,20300,10024,4th Map Moneyline,Moneyline,true,0.99,0.01,4,,,
Valorant,20300,10025,5th Map Moneyline,Moneyline,true,0.99,0.01,4,,,
Valorant,20300,10111,1st Map Team Total,Total,true,0.95,0.05,4,,,
Valorant,20300,10112,1st Map Team Total,Total,true,0.95,0.05,4,,,
Valorant,20300,10211,2nd Map Team Total,Total,true,0.95,0.05,4,,,
Valorant,20300,10212,2nd Map Team Total,Total,true,0.95,0.05,4,,,
Valorant,20300,10311,3rd Map Team Total,Total,true,0.95,0.05,4,,,
Valorant,20300,10312,3rd Map Team Total,Total,true,0.95,0.05,4,,,
Valorant,20300,10411,4th Map Team Total,Total,true,0.95,0.05,4,,,
Valorant,20300,10412,4th Map Team Total,Total,true,0.95,0.05,4,,,
Valorant,20300,10511,5th Map Team Total,Total,true,0.95,0.05,4,,,
Valorant,20298,10512,5th Map Team Total,Total,true,0.95,0.05,4,,,
OVERWATCH,20296,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
COD,20300,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
Mobile Legends,20295,0,Moneyline,Moneyline,true,0.95,0.05,1,,,
Mobile Legends,20295,10001,Map Handicap,Spread,true,0.95,0.05,1,,,
Mobile Legends,20295,10002,Total Maps,Total,true,0.95,0.05,1,,,
Mobile Legends,20295,10100,Correct Score,Correct Score,true,0.99,0.01,2,,,
Starcraft 2,20294,0,Moneyline,Moneyline,true,0.95,0.05,1,,,
Rainbow Six Siege,20293,0,Moneyline,Moneyline,true,0.95,0.05,1,,,
Australia - NRL,9500,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
Australia - NRL,9500,10001,Point Spread,Spread,true,0.95,0.05,2,,,
Australia - NRL,9500,10002,Total Points,Total,true,0.95,0.05,2,,,
England - Super League,9501,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
England - Super League,9501,10001,Point Spread,Spread,true,0.95,0.05,2,,,
England - Super League,9501,10002,Total Points,Total,true,0.95,0.05,2,,,
Oceania - Super Rugby,9502,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
Oceania - Super Rugby,9502,10001,Point Spread,Spread,true,0.95,0.05,2,,,
Oceania - Super Rugby,9502,10002,Total Points,Total,true,0.95,0.05,2,,,
International - Six Nations,9503,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
International - Six Nations,9503,10001,Point Spread,Spread,true,0.95,0.05,2,,,
International - Six Nations,9503,10002,Total Points,Total,true,0.95,0.05,2,,,
International - Champions League,20218,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
International - Champions League,20218,10001,Point Spread,Spread,true,0.95,0.05,2,,,
International - Champions League,20218,10002,Total Points,Total,true,0.95,0.05,2,,,
College Baseball,303,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
College Baseball,303,10001,Run Line,Spread,true,0.95,0.05,2,,,
College Baseball,303,10002,Total Runs,Total,true,0.95,0.05,2,,,
Finland - SM Liiga,319,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
Finland - SM Liiga,319,10001,Point Spread,Spread,true,0.95,0.05,2,,,
Finland - SM Liiga,319,10002,Total Points,Total,true,0.95,0.05,2,,,
NPB,301,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
NPB,301,10001,Run Line,Spread,true,0.95,0.05,2,,,
NPB,301,10002,Total Runs,Total,true,0.95,0.05,2,,,
KBO,302,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
KBO,302,10001,Run Line,Spread,true,0.95,0.05,2,,,
KBO,302,10002,Total Runs,Total,true,0.95,0.05,2,,,
NCAAW,20211,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
NCAAW,20211,10001,Point Spread,Spread,true,0.95,0.05,2,,,
NCAAW,20211,10002,Total Points,Total,true,0.95,0.05,2,,,
India - IPL,20,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
England - T20 Blast,21,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
ICC - T20 World Cup,20301,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
Australia - Big Bash League,20302,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
USA - Major League Cricket,20303,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
Australia - Big Bash League Women,20304,0,Moneyline,Moneyline,true,0.95,0.05,2,,,
Pakistan Cricket,20305,0,Moneyline,Moneyline,true,0.9,0.1,2,,,
AFL,9510,0,Moneyline,Moneyline,true,0.95,0.05,1,,,
AFL,9510,10001,Point Spread,Spread,true,0.8,0.2,1,,,
AFL,9510,10002,Total Points,Total,true,0.8,0.2,2,,,
AFL,9510,10017,Team Total,Total,true,0.8,0.2,2,,,
AFL,9510,10018,Team Total,Total,true,0.8,0.2,2,,,
