sportName,sportId,futures_id,bookmaker,secondBookmaker,thirdBookmaker,checkLiveGames,id,start_date,eventDuration,home_team,away_team,typeId,orderOdds,minOdds,maxOdds,pauseIt
England - Premier League - Futures,30011,type_championship_winner-sport_soccer-league_england_-_premier_league,blue book,draftkings,,true,5f9zqolp4pxvtmc0oheekzmjh3jzqvn9,,,England Premier League,Championship Winner 2025/2026,13001,Liverpool FC;Arsenal FC;Manchester City FC;Chelsea FC;Newcastle United FC;Manchester United FC;Tottenham Hotspur FC;Aston Villa FC;Brighton & Hove Albion FC;Nottingham Forest FC;Leeds United FC;Crystal Palace FC;Fulham FC;West Ham United FC;Everton FC;AFC Bournemouth;Brentford FC;Wolverhampton Wanderers FC;Burnley FC;Sunderland AFC,105,20000,false
France - Ligue 1 - Futures,30012,type_championship_winner-sport_soccer-league_france_-_ligue_1,blue book,bwin,,true,mtfwozk6a60hclzhysv3iec2jkspobnq,,,France Ligue 1,Championship Winner 2025/2026,13001,Paris Saint-Germain FC;AS Monaco FC;Olympique de Marseille;Lille OSC;Olympique Lyonnais;OGC Nice Côte d'Azur;Racing Club de Lens;RC Strasbourg Alsace;Stade Rennais FC;Toulouse FC;FC Nantes;Angers Sporting Club de l'Ouest;Association Jeunesse Auxerroise;FC Lorient;FC Metz;Le Havre AC;Paris FC;Stade Brestois 29,105,20000,false
Germany - Bundesliga - Futures,30013,type_championship_winner-sport_soccer-league_germany_-_bundesliga,blue book,bwin,,true,xhgc8ltmmte7mg87hjoaxs7em3tnzdyv,,,Germany Bundesliga,Championship Winner 2025/2026,13001,FC Bayern München;Bayer 04 Leverkusen;BV Borussia 09 Dortmund;RasenBallsport Leipzig;Eintracht Frankfurt;SC Freiburg;1. FSV Mainz 05;Borussia VfL Mönchengladbach;SV Werder Bremen;VfB Stuttgart 1893;VfL Wolfsburg;TSG 1899 Hoffenheim;1. FC Union Berlin;1. FC Köln;FC Augsburg;Hamburger SV;1. FC Heidenheim 1846;FC St. Pauli,105,20000,false
Spain - La Liga - Futures,30014,type_championship_winner-sport_soccer-league_spain_-_la_liga,blue book,bwin,,true,jfr47yv0quftqs2v1kiftz7xc5xo63ro,,,Spain La Liga,Championship Winner 2025/2026,13001,Real Madrid CF;FC Barcelona;Club Atlético de Madrid;Villarreal CF;Athletic Club Bilbao;Real Betis Balompié;Real Sociedad de Fútbol;Girona FC;Real Club Celta de Vigo;Sevilla FC;Valencia CF;CA Osasuna;Deportivo Alavés;Getafe CF;Real Club Deportivo Mallorca;Reial Club Deportiu Espanyol;Elche CF;Levante UD;Rayo Vallecano;Real Oviedo,105,20000,false
Italy - Serie A - Futures,30015,type_championship_winner-sport_soccer-league_italy_-_serie_a,blue book,bwin,,true,0ggqt3gwanelgrb2adx3ssg9tsdrn48g,,,Italy Serie A,Championship Winner 2025/2026,13001,SSC Napoli;FC Internazionale Milano;Juventus FC;AC Milan;AS Roma;Atalanta Bergamasca Calcio;SS Lazio;ACF Fiorentina;Bologna FC 1909;Calcio Como 1907;Genoa CFC;Torino FC;US Sassuolo Calcio;Parma Calcio 1913;Udinese Calcio;Cagliari Calcio;Hellas Verona FC;US Lecce;Pisa Sporting Club;US Cremonese,105,20000,false
UEFA - Champions League - Futures,30016,type_championship_winner-sport_soccer-league_uefa_-_champions_league,blue book,draftkings,,true,h3k0ce9w5zf0hbrjzesakm6uy25tlmej,,,UEFA Champions League,Championship Winner 2025/2026,13001,Paris Saint-Germain FC;Liverpool FC;FC Barcelona;Real Madrid CF;Arsenal FC;Manchester City FC;FC Bayern München;Chelsea FC;Newcastle United FC;FC Internazionale Milano;SSC Napoli;Club Atlético de Madrid;Juventus FC;Tottenham Hotspur FC;Bayer 04 Leverkusen;BV Borussia 09 Dortmund;Atalanta Bergamasca Calcio;Athletic Club Bilbao;AS Monaco FC;Eintracht Frankfurt;Olympique de Marseille;Villarreal CF;PSV Eindhoven;SL Benfica;Sporting Clube de Portugal;AFC Ajax;Celtic FC;Feyenoord Rotterdam;Galatasaray Spor Kulübü;OGC Nice Côte d'Azur;Club Brugge KV;Fenerbahçe Spor Kulübü;Olympiakos CFP;Rangers FC;Royale Union Saint-Gilloise;FC Basel 1893;FK Bodø / Glimt;SK Slavia Praha;SK Sturm Graz,105,20000,false
FIFA - World Cup - Futures,30022,type_championship_winner-sport_soccer-league_fifa_-_world_cup,blue book,draftkings,,true,oweg0utzwuwl5bahio7wycnpsolzdhrq,,,FIFA - World Cup,Winner,13001,Algeria;Argentina;Australia;Austria;Belgium;Brazil;Côte d'Ivoire;Cabo Verde;Canada;Colombia;Croatia;Curacao;Denmark;Ecuador;Egypt;England;France;Germany;Ghana;Haiti;IR Iran;Japan;Jordan;Korea Republic;Mexico;Morocco;Netherlands;New Zealand;Norway;Panama;Paraguay;Poland;Portugal;Qatar;Saudi Arabia;Scotland;Senegal;South Africa;Spain;Switzerland;Tunisia;United States;Uruguay;Uzbekistan;Wales,105,20000,false
CAF - Africa Cup of Nations - Futures,30724,type_championship_winner-sport_soccer-league_caf_-_africa_cup_of_nations,blue book,draftkings,,true,sf1ztbdl3awhjprclt2g2ugll5qoox92,,,CAF - Africa Cup of Nations,Winner,13001,Algeria;Angola;Benin;Burkina Faso;Côte d'Ivoire;Cameroon;Congo DR;Egypt;Mali;Morocco;Mozambique;Nigeria;Senegal;South Africa;Sudan;Tanzania;Tunisia;Uganda,105,20000,false
Euroleague - Futures,30399,type_championship_winner-sport_basketball-league_euroleague,blue book,draftkings,,true,ykue76fyoy3l2who85hee6tlqob2y6r9,,,Euroleague,Championship Winner 2025/2026,13001,Panathinaikos;Olympiacos;Real Madrid;Fenerbahce;Hapoel Tel Aviv;AS Monaco;Anadolu Efes;Barcelona;BC Dubai;Partizan;Crvena Zvezda;Olimpia Milano;Bayern Munich;Maccabi Tel Aviv;Valencia Basket;Virtus Bologna;Zalgiris;Baskonia Vitoria-Gasteiz;Lyon-Villeurbanne;Paris Basketball,105,20000,false
NCAAF - Futures,30001,type_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,3w1rjz1u4b5hstjvgop9wehy2us26hyl,,,Championship,Winner,13001,Air Force;Alabama;Appalachian State;Arizona;Arizona State;Arkansas;Arkansas State;Army;Auburn;Ball State;Baylor;Boise State;Boston College;Bowling Green;Buffalo;BYU;California;Central Michigan;Charlotte;Cincinnati;Clemson;Coastal Carolina;Colorado;Colorado State;Connecticut;Duke;East Carolina;Eastern Michigan;Florida;Florida Atlantic;Florida International;Florida State;Fresno State;Georgia;Georgia Southern;Georgia State;Georgia Tech;Hawaii;Houston;Illinois;Indiana;Iowa;Iowa State;Jacksonville State;James Madison;Kansas;Kansas State;Kennesaw State;Kent State;Kentucky;Liberty;Louisiana;Louisiana Tech;Louisville;LSU;Marshall;Maryland;Massachusetts;Memphis;Miami Florida;Miami Ohio;Michigan;Michigan State;Middle Tennessee;Minnesota;Mississippi State;Missouri;Navy;Nebraska;Nevada;New Mexico;New Mexico State;North Carolina;North Carolina State;North Texas;Northern Illinois;Northwestern;Notre Dame;Ohio;Ohio State;Oklahoma;Oklahoma State;Old Dominion;Ole Miss;Oregon;Oregon State;Penn State;Pittsburgh;Purdue;Rice;Rutgers;Sam Houston State;San Diego State;San Jose State;SMU;South Alabama;South Carolina;South Florida;Southern Mississippi;Stanford;Syracuse;TCU;Temple;Tennessee;Texas;Texas A&M;Texas State;Texas Tech;Toledo;Troy;Tulane;Tulsa;UAB;UCF;UCLA;UL Monroe;UNLV;USC;Utah;Utah State;UTEP;UTSA;Vanderbilt;Virginia;Virginia Tech;Wake Forest;Washington;Washington State;West Virginia;Western Kentucky;Western Michigan;Wisconsin;Wyoming,105,20000,false
NCAAF - Futures,30001,type_championship_winning_conference-sport_football-league_ncaaf,DraftKings,,,true,pmr79jk9bk7wlg8rueqex86d3h1nu57w,,,Championship,Winning Conference,13001,ACC;American;Big +12;Big Ten;Conference USA;Independents;MAC;Mountain West;Pac-12;SEC;Sun Belt,105,20000,false
NCAAF - Futures,30001,type_american_conference_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,3buafsbyhbto0frdrko8spdxzn2n7jj3,,,American Conference Championship,Winner,13001,Army;Charlotte;East Carolina;Florida Atlantic;Memphis;Navy;North Texas;Rice;South Florida;Temple;Tulane;Tulsa;UAB;UTSA,105,20000,false
NCAAF - Futures,30001,type_acc_conference_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,3xgqao4ojitzqq3ay6ezzvvbi63btvl2,,,ACC Conference Championship,Winner,13001,Boston College;California;Clemson;Duke;Florida State;Georgia Tech;Louisville;Miami Florida;North Carolina;North Carolina State;Pittsburgh;SMU;Stanford;Syracuse;Virginia;Virginia Tech;Wake Forest,105,20000,false
NCAAF - Futures,30001,type_big_10_conference_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,ijd4brfxojth5lbnpe6k1ra11kqxm0o7,,,Big 10 Conference Championship,Winner,13001,Illinois;Indiana;Iowa;Maryland;Michigan;Michigan State;Minnesota;Nebraska;Northwestern;Ohio State;Oregon;Penn State;Purdue;Rutgers;UCLA;USC;Washington;Wisconsin,105,20000,false
NCAAF - Futures,30001,type_big_12_conference_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,4xquoc9r5p3tbzr2jucdzneftwserfb4,,,Big 12 Conference Championship,Winner,13001,Arizona;Arizona State;Baylor;BYU;Cincinnati;Colorado;Houston;Iowa State;Kansas;Kansas State;Oklahoma State;TCU;Texas Tech;UCF;Utah;West Virginia,105,20000,false
NCAAF - Futures,30001,type_conference_usa_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,xqedmt9n1s112fhyqbrg4yescox9diaw,,,Conference USA Championship,Winner,13001,Florida International;Jacksonville State;Kennesaw State;Liberty;Louisiana Tech;Middle Tennessee;New Mexico State;Sam Houston State;UTEP;Western Kentucky,105,20000,false
NCAAF - Futures,30001,type_mac_conference_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,w6d82kifwhmvm6lf0at2wvwum57381d5,,,MAC Conference Championship,Winner,13001,Ball State;Bowling Green;Buffalo;Central Michigan;Eastern Michigan;Kent State;Massachusetts;Miami Ohio;Northern Illinois;Ohio;Toledo;Western Michigan,105,20000,false
NCAAF - Futures,30001,type_mountain_west_conference_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,3a8cf2lhxapca4sy7zopb26wux5fn198,,,Mountain West Conference Championship,Winner,13001,Air Force;Boise State;Colorado State;Fresno State;Hawaii;Nevada;New Mexico;San Diego State;San Jose State;UNLV;Utah State;Wyoming,105,20000,false
NCAAF - Futures,30001,type_sec_conference_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,q8t2q5khb3s0nzb183fpgiq5zqgc5odw,,,SEC Conference Championship,Winner,13001,Alabama;Arkansas;Auburn;Florida;Georgia;Kentucky;LSU;Mississippi State;Missouri;Oklahoma;Ole Miss;South Carolina;Tennessee;Texas;Texas A&M;Vanderbilt,105,20000,false
NCAAF - Futures,30001,type_sun_belt_conference_championship_winner-sport_football-league_ncaaf,blue book,draftkings,,true,jngo7zk3sz8c8e7oy0n2vo48x200vku6,,,Sun Belt Conference Championship,Winner,13001,Appalachian State;Arkansas State;Coastal Carolina;Georgia Southern;Georgia State;James Madison;Louisiana;Marshall;Old Dominion;South Alabama;Southern Mississippi;Texas State;Troy;UL Monroe,105,20000,false
NCAAF - Futures,30001,type_heisman_trophy_winner-sport_football-league_ncaaf,blue book,draftkings,,true,hu2ha3masq2qrnem85s8lwcjn7vqegyj,,,Heisman Trophy,Winner,13002,Adam Randall;Aidan Chiles;Anthony Hill Jr.;Arch Manning;Austin Mack;Austin Simmons;Avery Johnson;Beau Pribula;Behren Morton;Billy Edwards Jr.;Blake Horvath;Blake Shapen;Brendan Sorsby;Bryce Anderson;Byrum Brown;Cade Klubnik;Caleb Downs;Cam Coleman;Carnell Tate;Carson Beck;CJ Bailey;CJ Carr;CJ Donaldson Jr.;Colin Simmons;Conner Weigman;Dante Moore;Darian Mensah;DeAndre Moore Jr.;Deion Burks;Demond Williams Jr.;Desmond Reid;Devon Dampier;Devonte Ross;Diego Pavia;DJ Lagway;Drew Allar;Dylan Edwards;Dylan Raiola;Dylan Stewart;Eli Holstein;Fernando Mendoza;Garrett Nussmeier;Gio Lopez;Gunner Stockton;Hauss Hejny;Haynes King;Jackson Arnold;Jake Retzlaff;Jalon Daniels;Jayden Maiava;Jeremiah Smith;Jeremiyah Love;Joey Aguilar;John Mateer;Jordyn Tyson;Josh Hoover;Julian Sayin;Justice Haynes;Kaidon Salter;Kaytron Allen;Kevin Concepcion;Kevin Jennings;Kyron Drones;LaNorris Sellers;Lincoln Kienholz;Luke Altmyer;Maalik Murphy;Maddux Madsen;Makhi Hughes;Malachi Fields;Marcel Reed;Mark Gronowski;Micah Alejado;Mikey Keene;Miller Moss;Nate Frazier;Nicholas Singleton;Nick Marsh;Nico Iamaleava;Noah Fifita;Noah Thomas;Quintrevion Wisner;Rickie Collins;Rocco Becht;Ryan Williams;Ryan Wingo;Sam Leavitt;Sawyer Robertson;Squirrel White;Steve Angeli;T.J. Parker;Taylen Green;Tayven Jackson;Thomas Castellanos;Ty Simpson;Zach Calzada;Zachariah Branch,105,20000,false
NFL - Futures,30002,type_super_bowl_winner-sport_football-league_nfl,blue book,draftkings,,true,mirq0m5q654ld492e11nckmf5plzipij,,,Super Bowl LX,Winner,13001,Arizona Cardinals;Atlanta Falcons;Baltimore Ravens;Buffalo Bills;Carolina Panthers;Chicago Bears;Cincinnati Bengals;Cleveland Browns;Dallas Cowboys;Denver Broncos;Detroit Lions;Green Bay Packers;Houston Texans;Indianapolis Colts;Jacksonville Jaguars;Kansas City Chiefs;Las Vegas Raiders;Los Angeles Chargers;Los Angeles Rams;Miami Dolphins;Minnesota Vikings;New England Patriots;New Orleans Saints;New York Giants;New York Jets;Philadelphia Eagles;Pittsburgh Steelers;San Francisco 49ers;Seattle Seahawks;Tampa Bay Buccaneers;Tennessee Titans;Washington Commanders,105,20000,false
NFL - Futures,30002,type_mvp_winner-sport_football-league_nfl,blue book,draftkings,,true,u2uky5injxgol0129twlozt9bdpgrykg,,,MVP,Winner,13002,A.J. Brown;Aaron Rodgers;Abdul Carter;Aidan Hutchinson;Alvin Kamara;Amon-Ra St. Brown;Anthony Richardson;Ashton Jeanty;Baker Mayfield;Bijan Robinson;Bo Nix;Breece Hall;Brian Thomas Jr.;Brock Purdy;Bryce Young;Bucky Irving;C.J. Stroud;Caleb Williams;Cam Ward;CeeDee Lamb;Chase Brown;Chris Jones;Christian McCaffrey;Chuba Hubbard;Courtland Sutton;Dak Prescott;Davante Adams;De'Von Achane;Derek Stingley Jr.;Derrick Henry;Dexter Lawrence II;DJ Moore;DK Metcalf;Drake London;Drake Maye;Fred Warner;Garrett Wilson;Geno Smith;George Kittle;George Pickens;J.J. McCarthy;Ja'Marr Chase;Jahmyr Gibbs;Jalen Carter;Jalen Hurts;James Cook;Jared Goff;Jared Verse;Jaxson Dart;Jayden Daniels;Jerry Jeudy;Joe Burrow;Jonathan Taylor;Jordan Love;Josh Allen;Josh Jacobs;Justin Fields;Justin Herbert;Justin Jefferson;Kerby Joseph;Khalil Shakir;Kirk Cousins;Kyler Murray;Kyren Williams;Ladd McConkey;Lamar Jackson;Malik Nabers;Marvin Harrison Jr.;Matthew Stafford;Maxx Crosby;Micah Parsons;Michael Penix Jr.;Mike Evans;Myles Garrett;Nick Bosa;Nico Collins;Nik Bonitto;Patrick Mahomes;Patrick Murtagh;Puka Nacua;Rashee Rice;Roquan Smith;Russell Wilson;Sam Darnold;Sam LaPorta;Saquon Barkley;Shedeur Sanders;Stefon Diggs;T.J. Watt;Tee Higgins;Terry McLaurin;Travis Hunter;Travis Kelce;Trevor Lawrence;Trey Hendrickson;Trey McBride;Tua Tagovailoa;Will Anderson Jr.;Xavier McKinney;Xavier Worthy;Zack Baun;Zay Flowers,105,20000,false
NFL - Futures,30002,type_nfc_conference_winner-sport_football-league_nfl,blue book,draftkings,,true,wkjn9kk91je83foltjjjkazf1nth8u47,,,NFC Conference,Winner,13001,Arizona Cardinals;Atlanta Falcons;Carolina Panthers;Chicago Bears;Dallas Cowboys;Detroit Lions;Green Bay Packers;Los Angeles Rams;Minnesota Vikings;New Orleans Saints;New York Giants;Philadelphia Eagles;San Francisco 49ers;Seattle Seahawks;Tampa Bay Buccaneers;Washington Commanders,105,20000,false
NFL - Futures,30002,type_afc_conference_winner-sport_football-league_nfl,blue book,draftkings,,true,btfw94ubtr6xsr9gaycxgk4udnt20i0o,,,AFC Conference,Winner,13001,Baltimore Ravens;Buffalo Bills;Cincinnati Bengals;Cleveland Browns;Denver Broncos;Houston Texans;Indianapolis Colts;Jacksonville Jaguars;Kansas City Chiefs;Las Vegas Raiders;Los Angeles Chargers;Miami Dolphins;New England Patriots;New York Jets;Pittsburgh Steelers;Tennessee Titans,105,20000,false
NFL - Futures,30002,type_super_bowl_winning_conference-sport_football-league_nfl,DraftKings,,,true,34i81gpfzi0jcatpa4azdyn1urlhtg1m,,,Super Bowl,Winning Conference,13001,NFC;AFC,105,20000,false
NFL - Futures,30002,type_super_bowl_winning_division-sport_football-league_nfl,DraftKings,,,true,hj017apeg3p4tbesoqy3cmdy9e290gbm,,,Super Bowl,Winning Division,13001,AFC East;AFC North;AFC South;AFC West;NFC East;NFC North;NFC South;NFC West,105,20000,false
NFL - Futures,30002,type_nfc_east_winner-sport_football-league_nfl,blue book,draftkings,,true,rtce1lq8ud0uocnrb82clukeu5l2077v,,,NFC East,Winner,13001,Dallas Cowboys;New York Giants;Philadelphia Eagles;Washington Commanders,105,20000,false
