sportName,sportId,futures_id,bookmaker,secondBookmaker,thirdBookmaker,checkLiveGames,id,start_date,eventDuration,home_team,away_team,typeId,orderOdds,minOdds,maxOdds,pauseIt
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,7523b82f0c9b207450efc115a9f597d1,,,Seton Hall,To Make The Final Four,13005,Seton Hall;Seton Hall No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,25d700f2c2b77d9928979ef968840e01,,,SMU,To Make The Final Four,13005,SMU;SMU No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,ae03623f5abc780335366198d61de374,,,St. John's,To Make The Final Four,13005,St. John's;St. John's No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,80078aecb08945c02a31abb6f27b7fe0,,,Syracuse,To Make The Final Four,13005,Syracuse;Syracuse No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,824be9668415503a6d75cdb7e23671dc,,,TCU,To Make The Final Four,13005,TCU;TCU No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,d6c88438f5908a45b265a6b2c7df78f6,,,Tennessee,To Make The Final Four,13005,Tennessee;Tennessee No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,97fc0b72e09912817875a25043015102,,,Texas,To Make The Final Four,13005,Texas;Texas No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,5d871e68962a99e8f90408a0dbccc782,,,Texas A&M,To Make The Final Four,13005,Texas A&M;Texas A&M No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,d7e733b83c5d554bb1b5aca8585cdadb,,,Texas Tech,To Make The Final Four,13005,Texas Tech;Texas Tech No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,e98118faf67c44bb1976575d99e83273,,,UAB,To Make The Final Four,13005,UAB;UAB No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,9c363dcf1d16e1d33528be5823f61382,,,UC Irvine,To Make The Final Four,13005,UC Irvine;UC Irvine No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,2f4643c6b6e23b659c581a9ce4d8fa36,,,UC San Diego,To Make The Final Four,13005,UC San Diego;UC San Diego No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,4757d7eaabad3dde2ae83eec4cddb663,,,UCF,To Make The Final Four,13005,UCF;UCF No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,ca5b8c9a974320c3304e382eea235eb3,,,UCLA,To Make The Final Four,13005,UCLA;UCLA No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,39ea7a25d29509496f03a6777966a777,,,USC,To Make The Final Four,13005,USC;USC No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,50cfe67e9bba42adfd6620a55744b71a,,,Utah State,To Make The Final Four,13005,Utah State;Utah State No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,cf3fb72eb60ede5985dc84f93e6aac65,,,Vanderbilt,To Make The Final Four,13005,Vanderbilt;Vanderbilt No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,b02da58b3123f5fca8f3eafb8926fa50,,,VCU,To Make The Final Four,13005,VCU;VCU No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,b504c99b27fe12a9f0f4595867a18c44,,,Villanova,To Make The Final Four,13005,Villanova;Villanova No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,4ca8c941cab14c5a7886c908732e6e86,,,Virginia,To Make The Final Four,13005,Virginia;Virginia No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,b4bdd7950077e296162702dd623ec7d7,,,Virginia Tech,To Make The Final Four,13005,Virginia Tech;Virginia Tech No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,3dfe1124f09b881b3df2edda56f2c798,,,Wake Forest,To Make The Final Four,13005,Wake Forest;Wake Forest No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,13ae86babd4349eb275c1d86a336ae70,,,Washington,To Make The Final Four,13005,Washington;Washington No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,326a7d0ce001bf89a2692a4f79adfaf3,,,West Virginia,To Make The Final Four,13005,West Virginia;West Virginia No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,34898715a6b964d3f080e7c9a36ea87d,,,Wisconsin,To Make The Final Four,13005,Wisconsin;Wisconsin No,110,15000,false
NCAAB - Futures,30005,type_to_make_the_final_four-sport_basketball-league_ncaab,blue book,draftkings,,true,ee02363f144cac4350e4b20407128b81,,,Yale,To Make The Final Four,13005,Yale;Yale No,110,15000,false
NHL - Futures,30006,type_stanley_cup_winner-sport_hockey-league_nhl,Pinnacle,blue book,,true,2d9dkek19cjqedm1hmdhwxaqohgtxqk6,,,NHL,Stanley Cup Winner,13001,Anaheim Ducks;Boston Bruins;Buffalo Sabres;Calgary Flames;Carolina Hurricanes;Chicago Blackhawks;Colorado Avalanche;Columbus Blue Jackets;Dallas Stars;Detroit Red Wings;Edmonton Oilers;Florida Panthers;Los Angeles Kings;Minnesota Wild;Montreal Canadiens;Nashville Predators;New Jersey Devils;New York Islanders;New York Rangers;Ottawa Senators;Philadelphia Flyers;Pittsburgh Penguins;San Jose Sharks;Seattle Kraken;St. Louis Blues;Tampa Bay Lightning;Toronto Maple Leafs;Utah Mammoth;Vancouver Canucks;Vegas Golden Knights;Washington Capitals;Winnipeg Jets,105,20000,false
NHL - Futures,30006,type_eastern_conference_winner-sport_hockey-league_nhl,Pinnacle,blue book,,true,10fqdv7c40aerbpfouw7pvqv5yae1qcg,,,NHL,Eastern Conference Winner,13001,Boston Bruins;Buffalo Sabres;Carolina Hurricanes;Columbus Blue Jackets;Detroit Red Wings;Florida Panthers;Montreal Canadiens;New Jersey Devils;New York Islanders;New York Rangers;Ottawa Senators;Philadelphia Flyers;Pittsburgh Penguins;Tampa Bay Lightning;Toronto Maple Leafs;Washington Capitals,105,20000,false
NHL - Futures,30006,type_western_conference_winner-sport_hockey-league_nhl,Pinnacle,blue book,,true,p9kfermzwcgig3mo56ejw80ujp4e5jvs,,,NHL,Western Conference Winner,13001,Anaheim Ducks;Calgary Flames;Chicago Blackhawks;Colorado Avalanche;Dallas Stars;Edmonton Oilers;Los Angeles Kings;Minnesota Wild;Nashville Predators;San Jose Sharks;Seattle Kraken;St. Louis Blues;Utah Mammoth;Vancouver Canucks;Vegas Golden Knights;Winnipeg Jets,105,20000,false
NHL - Futures,30006,type_hart_trophy_winner-sport_hockey-league_nhl,blue book,draftkings,,true,oocv4symqdzcqins9d6jf7q881sby3ig,,,NHL,Hart Trophy Winner (MVP),13002,Adam Fox;Adrian Kempe;Aleksander Barkov;Alex DeBrincat;Alex Ovechkin;Alexis Lafreniere;Andrei Svechnikov;Andrei Vasilevskiy;Anze Kopitar;Artemi Panarin;Auston Matthews;Brad Marchand;Brady Tkachuk;Brayden Point;Brock Boeser;Brock Faber;Cale Makar;Chris Kreider;Claude Giroux;Clayton Keller;Cole Caufield;Connor Bedard;Connor Hellebuyck;Connor McDavid;Cutter Gauthier;David Pastrnak;Dustin Wolf;Elias Lindholm;Elias Pettersson;Erik Karlsson;Evgeni Malkin;Filip Forsberg;Igor Shesterkin;Ilya Sorokin;Ivan Demidov;Jack Eichel;Jack Hughes;Jake Guentzel;Jake Oettinger;Jason Robertson;Jesper Bratt;JJ Peterka;Jonathan Huberdeau;Jordan Kyrou;Juuse Saros;Kevin Fiala;Kirill Kaprizov;Kirill Marchenko;Kyle Connor;Leon Draisaitl;Logan Stankoven;Lucas Raymond;Macklin Celebrini;Mark Scheifele;Mark Stone;Mathew Barzal;Matt Boldy;Matt Duchene;Matthew Tkachuk;Matty Beniers;Mika Zibanejad;Mikko Rantanen;Mitch Marner;Nathan MacKinnon;Nazem Kadri;Nick Suzuki;Nikita Kucherov;Nikolaj Ehlers;Owen Tippett;Patrick Kane;Quinn Hughes;Quinton Byfield;Rasmus Dahlin;Robert Thomas;Roman Josi;Roope Hintz;Ryan O'Reilly;Sam Reinhart;Sergei Bobrovsky;Seth Jarvis;Sidney Crosby;Steven Stamkos;Tage Thompson;Thatcher Demko;Tim Stuetzle;Timo Meier;Tomas Hertl;Travis Konecny;Trevor Zegras;Victor Hedman;Will Smith;William Nylander;Wyatt Johnston;Zach Hyman,105,20000,false
ATP - Futures,30156,type_australian_open_winner_2026-sport_tennis-league_atp,blue book,draftkings,,true,j2m6oj8x67u5vszvb8oj48g6jvb6nram,,,Australian Open,Winner 2026,13001,Jannik Sinner;Carlos Alcaraz;Novak Djokovic;Alexander Zverev;Taylor Fritz;Joao Fonseca;Daniil Medvedev;Holger Rune;Jack Draper;Karen Khachanov;Ugo Humbert;Matteo Berrettini;Tomas Machac;Miomir Kecmanovic;Gael Monfils;Lorenzo Musetti;Tommy Paul;Arthur Fils;Alex Michelsen;Francisco Cerundolo;Jakub Mensik;Marcos Giron;Lorenzo Sonego;Alejandro Davidovich Fokina;Benjamin Bonzi;Nuno Borges;Corentin Moutet;Fabian Marozsan;Tristan Schoolkate;Jacob Fearnley;Aleksandar Vukic;Alejandro Tabilo;Alex De Minaur;Alexander Bublik;Alexandre Muller;Alexei Popyrin;Andrey Rublev;Brandon Nakashima;Casper Ruud;Christopher Eubanks;Felix Auger-Aliassime;Flavio Cobolli;Frances Tiafoe;Giovanni Mpetshi Perricard;Grigor Dimitrov;Hubert Hurkacz;Jiri Lehecka;Sebastian Baez;Sebastian Korda;Stefanos Tsitsipas;Tallon Griekspoor;Tomas Martin Etcheverry;Ben Shelton;Arthur Cazaux;Cameron Norrie;Camilo Ugo Carabelli;Denis Shapovalov;Gabriel Diallo;Jaume Munar;Laslo Djere;Learner Tien;Luciano Darderi;Matteo Arnaldi;Pedro Martinez;Quentin Halys;Roberto Bautista Agut;Thanasi Kokkinakis;Valentin Royer;Valentin Vacherot;Zhizhen Zhang;Zizou Bergs,105,20000,false
WTA - Futures,30152,type_australian_open_winner_2026-sport_tennis-league_wta,blue book,draftkings,,true,4cugogx7i4dmo09ejq9j8iqscesu0sm7,,,Australian Open,Winner 2026,13001,Iga Swiatek;Aryna Sabalenka;Coco Gauff;Mirra Andreeva;Qinwen Zheng;Jasmine Paolini;Elena Rybakina;Jelena Ostapenko;Karolina Muchova;Madison Keys;Elina Svitolina;Paula Badosa;Diana Shnaider;Emma Navarro;Naomi Osaka;Danielle Collins;Jessica Pegula;Marta Kostyuk;Ons Jabeur;Barbora Krejcikova;Daria Kasatkina;Ekaterina Alexandrova;Marketa Vondrousova;Peyton Stearns;Elise Mertens;Linda Noskova;Liudmila Samsonova;Ashlyn Krueger;Elina Avanesyan;Magda Linette;Alexandra Eala;Amanda Anisimova;Anna Kalinskaya;Beatriz Haddad Maia;Clara Tauson;Emma Raducanu;Maria Sakkari;Olga Danilovic;Sofia Kenin;Veronika Kudermetova;Anastasia Pavlyuchenkova;Caroline Garcia;Magdalena Frech;Victoria Azarenka;Rebecca Sramkova;Leylah Fernandez;Yulia Putintseva;Caroline Wozniacki;Katie Boulter;Lois Boisson;Alycia Parks;Anastasia Potapova;Belinda Bencic;Dayana Yastremska;Donna Vekic;Eva Lys;Hailey Baptiste;Laura Siegemund;Maya Joint;McCartney Kessler;Sonay Kartal;Tatjana Maria;Tereza Valentova;Victoria Mboko;Xinyu Wang,105,20000,false
